game,review,voted_up,playtime_forever
GTA5,cool game cool story cool characters,True,13943
GTA5,This game has GTARP... GIVE IT FIVE STARS BABY ★★★★★,True,20041
GTA5,Toxic ass players but there isn't any that you can't beat,True,5196
GTA5,"Fun, engaging, Good Story Mode",True,2553
GTA5,Peak reckless driving simulator game,True,2591
GTA5,"All my money is put in to cars , now my 5 mill arena car sells for 1500 ? and i lost all my 600.000 money i invested in assets like cars ? i cant sell my cars anymore ? really devs ? 


OK HAHAHA , FUNNY JOKE , TAKE MY NEGATIVE REVIEW 

I will put one on GTA 6 as well just because of this",False,197388
GTA5,One of the most GOATED games like def no need of explaination needed,True,2275
GTA5,amazing game super optimized,True,3535
GTA5,"good game, amazing shoe store",True,9010
GTA5,Finished the story almost 20 times. Still the best game to me.,True,3159
GTA5,Bro what are you doing reading this? GTA V is already without a doubt goated.,True,38037
GTA5,♥♥♥♥♥♥♥ What A nice game,True,5770
GTA5,"I've a lot of time on GTA, I've enjoyed every minute i've played on it. I love a good highspeed chase sometimes.",True,5510
GTA5,I want to kiss Trevor and tell him everything will be okay,True,7292
GTA5,I spent way to much time on the game to tell you its bad,True,24470
GTA5,i love this game i have been playing it for 10 years and its still fun,True,2050
GTA5,this game is top rank evrbody plays it omm playyyyyyyy thisssssss gameee nowwwwwwwwwwwwww,True,6145
GTA5,Buy this game tursssssssssttttttt,True,2618
GTA5,that's my fevourite game and dream game ... first time i playing gta 5,True,2312
GTA5,this game is good. but this game isn't work in windows 11 25H2,True,1804
GTA5,fun game cant wait for gta 6,True,13410
GTA5,game nya seru dari kecil baru kesampaian main ini game,True,412
GTA5,Best game of all time! Still wating for gta6,True,100
GTA5,Pretty Good it GTA 5 Not much else to say,True,465
GTA5,"Absolute Cinema! I Love This Game, Franklin Needs to be Buffed cuz the police keep bombing him",True,1504
GTA5,THIS GAME IS SO FUN I WOULD PLAY THIS EVRY  DAY IF I COULD!,True,1196
GTA5,must play with mods like 5 real and quantv,True,14422
GTA5,"gta offline 10/10
gta online 7/10 just because of other player",True,3030
GTA5,best game for real life experience,True,4162
GTA5,its gta five gang of course its highly reccomended,True,2023
GTA5,everyones played this i got nuthin to say its good,True,4647
GTA5,Good mafia simulator & great time killer.,True,239642
GTA5,i like that its open world and driving,True,922
GTA5,It is the best game i can recommend to anyone,True,1227
GTA5,very nice game i have ever played waiting for gta 6,True,6276
GTA5,"used to be fun, now too many modders",False,70383
GTA5,"Good Game, Gonna miss Dan Houser for GTA VI",True,863
GTA5,ROCKSTAR GAMES ALSO ALSO GOOD I WAIT GTA 6 I AM FROM PAKISTAN,True,2730
GTA5,"i really loved this game,do play one atleast",True,24714
GTA5,Great games. Rebel since 1998. Keep going rockstar.,True,155103
GTA5,i get 60 fps in medium graphics on this pc buy this after gta 6 drops so the price drops significantly,True,1897
GTA5,awesome game js that online community can be mean sometimes,True,1815
GTA5,Good but online is bad becuase to many hackers,True,3787
GTA5,very cool game not laggy at all,True,680
GTA5,Was smooth with 30+fps in 1080p.,True,364
GTA5,"what i am tell everyone about this game, everyone knows this masterpiece.",True,62775
GTA5,"Its a good game, hate cayo",True,10162
GTA5,amazing game would reccommend to evryone i know,True,672
GTA5,if you are under the age of 17 you will really enjoy going to the shoe store with your mom in the room,True,30813
GTA5,very nice game present in the market,True,4186
GTA5,was good while it lasted my last drive will be nov 18 10pm,True,1410
GTA5,Amazing game to learn terorrism,True,4468
GTA5,good game... i love the shoe store,True,254
GTA5,very good game you should buy it very very good,True,5002
GTA5,Played this way too much in college instead of studying.,False,71085
GTA5,best game for modding ever,True,12664
GTA5,sych a cool game and you can have sex cool !0,True,3107
GTA5,very good if playing with friends,True,9259
GTA5,Either you like gta or you dont i dont care.,True,522
GTA5,best gta game that has been released,True,1450
GTA5,rockstar can suck a big ol phat dyicc,False,1546
GTA5,good game 0 cheaters,True,17451
GTA5,"lqsvy fow jowqe dsui, enhande fir graphibs and optimoisation",True,115
GTA5,sometimes im bored and dk what to do there is just too much freedom,True,9848
GTA5,js add a workshop bro its not that deep </3,True,4271
GTA5,it is gta if you don't know it then you are living under a rock,True,1924
GTA5,This game is amazing. That's all I have to say.,True,7871
GTA5,AWESOME GAME ITS BEEN 13 YEARS STILL ONE OF THE BEST GAME,True,3586
GTA5,It is the best game I ever played so I like it,True,60790
GTA5,i loved open world experience mode of the game,True,38664
GTA5,if wyou wanna do s*x f*ck ppls and r*b banks then its for you,True,10311
GTA5,This game is a amazing fun to play pg 13 game i reccomend this to 13 to 100,True,3885
GTA5,"If you want to commit crimes, use this game.",True,19237
GTA5,I like the game. It is fun game,True,6828
GTA5,I like this game bc of Unrealtony1 le goat,True,6489
GTA5,It's comp get fivem or RageMP you'll have fun,True,1222
GTA5,"very nice, great succes.",True,2669
GTA5,good search up menyoo on google b4 buying,True,3716
GTA5,can't wait for more gta6 delays yay,True,833
GTA5,Now requires spyware to play. :| No thanks.,False,9299
GTA5,nice game for teenagers,True,2409
GTA5,"Legacy is ♥♥♥♥ but online is amazing
!!!!!!!!!!11",True,4033
GTA5,I like playing this game with the hulk mod 10/10,True,3390
GTA5,"It's a fun game, what else can I say?",True,317
GTA5,visit the shoe shop its got really hot shoes,True,2390
GTA5,ONLINE IS GOOD FOR KILLING TIME. Remove shadow if you have very low PC,True,5153
GTA5,"This games gives me roid rage
Spectacular 👍",True,10912
GTA5,great for for streaming,True,7262
GTA5,its cool if you like to do whatever you want in a city,True,3143
GTA5,love the game cant wait for gta 6,True,645
GTA5,it looks good and it's fun,True,7827
GTA5,it was a nice experience playing this game i love this game,True,8376
GTA5,i like the driving. otherwise its a hit or miss ngl,True,19768
GTA5,I LOVE IT ITS SMOOTH REAL AND BEST I RECOMMEND IT,True,1528
GTA5,nice game lwk hella goonable to,True,3474
GTA5,good game 10/10 nice shoes store,True,1401
GTA5,Only rating poorly because 6 isn't out yet.,False,32665
GTA5,Nu exista comentarii.,True,5408
GTA5,Very cool love the cars,True,7619
GTA5,it runs ish but playable very,True,2907
GTA5,"After years, it still is the best",True,31499
GTA5,gta v still got it and to think is so old,True,6691
GTA5,love this game such a good stress reliver,True,40809
GTA5,lovely game funny fun yayyy,True,651
GTA5,"this game is pretty good, i would recommend",True,19210
GTA5,very fun espically online,True,11461
GTA5,"the white haired dude lowkey looked like plam beach pete
 but we ion talk bout that",True,2905
GTA5,All the futuristic ♥♥♥♥ is ass,True,34893
GTA5,very goooooooooooodddddddddd,True,2968
GTA5,Bruhhhh ♥♥♥♥♥♥♥ ahhh gamee Fck U Rackstar Games,True,15026
GTA5,afcous you already know this game why it is best,True,7352
GTA5,One of the best Open World Games out there.,True,5906
GTA5,best generational game of all time,True,16498
GTA5,"Good game, but hard.",True,4108
GTA5,good stripper feature,True,8906
GTA5,Waitig for gta 6 free upgrade lol,True,1013
GTA5,Рекомендую всем кроме тех кто не всем.,True,95288
GTA5,my rocket launcher goes boom,True,337
GTA5,i love playing GTA 5 its really fun to play,True,985
GTA5,Role playing in general is fun,True,681
GTA5,"its gta, so ofc its fun",True,16471
GTA5,best ♥♥♥♥♥♥♥ game ever,True,27786
GTA5,game is nice story also,True,9252
GTA5,fun cool love the missons,True,1044
GTA5,fun and funny,True,2619
GTA5,Cant wait to beat my wife again.,True,9812
GTA5,good and fun,True,3073
GTA5,better than enhanced version for mods,True,9550
GTA5,I LIKE IT BESIDES RP JUST AINT REAL RP NO MORE,True,746
GTA5,you can do a lot of stuff its fun,True,309
GTA5,"Even though the online sometimes suck, it's peak",True,42970
GTA5,"9/10 strip club, will come again",True,9177
GTA5,liked bc i can play fivem (fivem is only gta legacy NOT enchanced),True,1603
GTA5,ppl go boom and u can bang bang in club,True,1767
GTA5,i hate this game people online would blow up my acid lab,True,3351
GTA5,best game in the worlgd,True,3630
GTA5,yes but its not working on my pc,True,870
GTA5,"its awesome, cant wait for GTA 6",True,9464
GTA5,Classic GTA experience 8/10,True,4869
GTA5,good game but ayo game too,True,1227
GTA5,"Downloaded GTA V for the acclaimed open world story experience.
What I got instead was:
a man named something unprintable who killed me on the loading screen
a $2,000,000 yacht I will never afford parked outside my $400 apartment
someone doing something with a rocket launcher that shouldn't be physically possible
and a CEO organization that collapsed because one guy drove a truck into the ocean for fun. That guy was me.
The economy is a realistic simulation of late capitalism. Everything costs money. Money takes forever. Someone who has played since 2013 flies past on a jetpack. He has everything. He will not share.
Online is a social experiment with explosions.
Story mode is a masterpiece I will never finish because Online exists.
10/10. I own nothing.
The yacht guy does though.",True,2825
GTA5,i love this is game i think that if i can to play something this is just this game🤩🤩🤩,True,2829
GTA5,W game i love selling drugs,True,274
GTA5,you can kill people especially the blacks :),True,1445
GTA5,Half this ♥♥♥♥♥♥♥ game 10 years later is just hackers,False,20939
GTA5,Bang bang. I am addicted.,True,2552
GTA5,very best game i played worth it,True,3253
GTA5,best game open world,True,676
GTA5,GTA is always ♥♥♥♥♥♥ fire,True,991
GTA5,It's GTA lol everyone knows this game,True,553
GTA5,good addictimg,True,10219
GTA5,good for playing long time,True,56309
GTA5,"Absolute Cinema or Game, idk",True,457
GTA5,THIS IS SO GOOD EVEN ON A TRASH PC FR FR,True,2317
GTA5,i think this game is good idk i havent played it,True,204
GTA5,got ran over by a bike 10/10 game,True,5257
GTA5,best ♥♥♥♥♥♥♥ game,True,1874
GTA5,I LOVED THIS GAME I PLAY IT WITH MY BRO PERFECT,True,1673
GTA5,never gonna be frustrating,True,16131
GTA5,the amount of shoes they have in the shoe store is amazing,False,2181
GTA5,This game changed my life,True,492
GTA5,Esotico y estremeciente,True,5747
GTA5,its cool very interactive,True,7457
GTA5,Speaks for itself honestly.,True,5219
GTA5,Grand Theft Auto V 5 Legacy Roleplay,True,2393
GTA5,its a game made in a game engine.,True,175
GTA5,robbing people is fun,True,2379
GTA5,game is super fun,True,7147
GTA5,"best game i,ve ever played",True,2339
GTA5,its a great game overall,True,1160
GTA5,Its very good for modding,True,3817
GTA5,"i hate this game sm and now im trying to open it, it tells me to go ♥♥♥♥ myself",False,14306
GTA5,this game never ♥♥♥♥♥♥♥ dies!!!,True,1136
GTA5,sick game lad play it,True,7373
GTA5,do i need to explain why this game is good ?,True,9667
GTA5,i would reccomend especially if you have some free time,True,3939
GTA5,One of the best game i have everplayed,True,601172
GTA5,i love gta so much its my fav game ever,True,1042
GTA5,"Sooo, good game 100/10",True,2822
GTA5,i like the game and i exxiaided to make gta 6 at 2026,True,4306
GTA5,very good just need a better pc!,True,5822
GTA5,Very Good Very Nice,True,18163
GTA5,peak game boyfriend told me to get it,True,1444
GTA5,"It is awesome
play it now on steam",True,6500
GTA5,W game super easy to mod,True,2514
GTA5,good ass game i reccomend,True,1814
GTA5,Never ending game. Good times,True,17307
GTA5,This game is just goated!,True,628
GTA5,the best video game of all time.,True,2281
GTA5,"Man, fun at co oo.",True,7547
GTA5,yes awesome game gets very addictive,True,4569
GTA5,♥♥♥♥ yes this game is so PEAK son,True,5506
GTA5,this game matches what i do irl,True,882
GTA5,ita gta man buy it its very fun,True,22521
GTA5,One of the best story games out theree!!!!,True,2023
GTA5,i like robbing banks in the game,True,13454
GTA5,damm good game after 13 yrs,True,71177
GTA5,very good fivem is the best,True,506
GTA5,best game avear played,True,9607
GTA5,WHY ARENT YOU ALLOWING ME TO PL:AAYYYYYYYYYYYYYYYYY,True,4840
GTA5,there was a very quality experience,True,705
GTA5,♥♥♥♥♥♥ best game ever,True,4403
GTA5,it was a great time to have dun,True,2856
GTA5,so fun but its buggy,True,672
GTA5,verrygood game i like it,True,19900
GTA5,"very good, SHO\E STORE IS BEST",True,2985
GTA5,i would recommend this game gooners,True,232
GTA5,very good i can spend myy whole life playying this,True,8897
GTA5,"yay gta6 soon?
prob not
i give up lmaoo",True,24045
GTA5,YES ITS A INAPROP BUT ITS SO FUN!!!!!!!!!!!,True,339
GTA5,"This is GTA V, you know it's good.",True,27855
GTA5,great game most of the time,True,6415
GTA5,it i s a perfect game,True,1409
GTA5,read enhanced review 10/10,True,2141
GTA5,good stretclub,True,8602
GTA5,very skibib game i got griefed atleast 5000 times,True,4651
GTA5,online not supported on linux,False,16166
GTA5,The perfect game,True,3477
GTA5,i love this game so much 10/10,True,18806
GTA5,it is a diamond form rockstar,True,48467
GTA5,very ice game i liked it a loot,True,590
GTA5,Peak asl would play until i die lol gooner,True,2934
GTA5,I love the shoe store that's where all of my hours come from.,True,9805
GTA5,The best game ever made,True,1685
GTA5,"I hate this game, however, I love it.",True,23466
GTA5,damn its a good game fr,True,3239
GTA5,Greatest game of my life,True,17149
GTA5,runs good on low end pc,True,789
GTA5,fun to play online with friends :).,True,6564
GTA5,"""Gee Michael, that sure was some grand theft.""",True,13368
GTA5,Runs just fine on Linux.,True,1981
GTA5,its good for modding,True,14718
GTA5,its gta 5 but old,True,2641
GTA5,its a good relistic game,True,625
GTA5,Nothing else to say,True,7076
GTA5,this game is absolute cinema,True,2574
GTA5,fun to troll friends,True,10339
GTA5,this game is very bad its a scam,True,12663
GTA5,best game ever boiz,True,9724
GTA5,It's better then GTA 6 at least...,True,6202
GTA5,"постоянно в тулеве меня роняют, пофиксите пж",True,46475
GTA5,the best game of all times,True,1432
GTA5,Kind of a good game (I think?),True,10474
GTA5,одна из самых лучших игр,True,3274
GTA5,love it sooooooooo fun,True,694
GTA5,It is very very fun,True,2459
GTA5,very good game,True,2626
GTA5,yes very good game,True,825
GTA5,its gta5 who wouldnt like it,True,4013
GTA5,good game,True,672
GTA5,good game,True,48038
GTA5,Endless fun,True,1676
GTA5,Yes play it this s__t is good,True,11201
GTA5,fun with mods,True,3182
GTA5,good game,True,7786
GTA5,its just like fortnite,True,10878
GTA5,gooooooodddddddd,True,1115
GTA5,easily top 3 pc games ever made,True,2575
GTA5,fun game,True,374
GTA5,nice game,True,527
GTA5,this is the best game ever,True,2750
GTA5,this game never age 10/10,True,9220
GTA5,good game its fun,True,603
GTA5,good game,True,5124
GTA5,a realy fun game,True,1103
GTA5,greate game,True,21678
GTA5,this game is very fun to play,True,3025
GTA5,Smooth FPS only at 720p high-medium / 1080p very low,True,2648
GTA5,FINALLY I PLAY THE OFFICIAL VERSION!!!,True,1138
GTA5,good game to play,True,399
GTA5,Love gta 5..Cant wait for gta 6,True,512
GTA5,Very good game!,True,2344
GTA5,10/10 og game,True,1599
GTA5,THIS GAME IS COOL LEGACY ONLY SINCE ITS FRE3E,True,5020
GTA5,too many swear words :3 6.7 stars,True,268
GTA5,Its a good game.,True,31576
GTA5,it good bro idk,True,3481
GTA5,Best game i've ever played,True,8024
GTA5,Still be a good game,True,26349
GTA5,it is a great game,True,639
GTA5,good game i like it,True,2428
GTA5,its the goat,True,3398
GTA5,Best game of all time <3,True,1106
GTA5,best game ever,True,5768
GTA5,its a great game,True,10018
GTA5,that was a good game,True,791
GTA5,this game brings me pure joy,True,4680
GTA5,best game ever,True,8349
GTA5,daymn one of the best purchases ever,True,8441
GTA5,good game me like,True,1795
GTA5,idk game bored,False,86
GTA5,i personaly play fivem so hell yeah,True,652
GTA5,like game much,True,1391
GTA5,pretty good game,True,14035
GTA5,Pretty good game,True,20755
GTA5,♥♥♥♥ game but i like it,True,19542
GTA5,very good game,True,3676
GTA5,fun game,True,338
GTA5,good game,True,2648
GTA5,my old game is so good,True,13146
GTA5,do ♥♥♥♥♥♥♥ game,True,1470
GTA5,Very good game.,True,5903
GTA5,i just run around killin folks,True,14729
GTA5,best game ever,True,2433
GTA5,Very gandu game of all time :),True,12247
GTA5,good graphisc,True,3735
GTA5,best game of the 2010s,True,35376
GTA5,best game ever,True,37174
GTA5,it is gta enough said,True,5836
GTA5,very good game,True,3811
GTA5,"best game of my 
life",True,15914
GTA5,best game evr,True,2385
GTA5,good game,True,265
GTA5,Video game 👍,True,6065
GTA5,this my favorites game,True,32
GTA5,super game very enjoy able,True,4350
GTA5,the best game ever,True,1110
GTA5,game is good,True,1624
GTA5,it is a great game,True,1748
GTA5,very good game,True,122111
GTA5,best game oat,True,4495
GTA5,Bloody good game,True,2770
GTA5,it a great game to play,True,9815
GTA5,i mean come on it is gta it is going to be fun,True,1783
GTA5,its good to play,True,845
GTA5,найс игра мне нравится,True,3390
GTA5,amazing game,True,6017
GTA5,"I can't play a story game offline this is a problem i hate this ,some times i don't pay internet but because activation requirement. it make me goes mad 0/10 in this side a lot of games have this problem don't say to me this is a anti-piracy because i can download it from a non legit site and its work just fine without the activation requirement. i pay for it and i can't play it offline this is stupid",False,42567
GTA5,Good gamessss,True,1242
GTA5,good game,True,4606
GTA5,Nice game!,True,19206
GTA5,i love big booty ♥♥♥♥♥♥♥ and hoes ans shiii,True,12539
GTA5,Best game ever,True,61206
GTA5,good game,True,5053
GTA5,good,True,1713
GTA5,good old days,True,8617
GTA5,fun with mods,True,493
GTA5,W game :3,True,4702
GTA5,best game,True,721
GTA5,good,True,36688
GTA5,amazing game,True,199
GTA5,good,True,4746
GTA5,its a good game,True,13432
GTA5,good game,True,463
GTA5,good,True,32539
GTA5,Super Excellent,True,17315
GTA5,best game,True,82030
GTA5,very good game,True,46481
GTA5,love this game,True,22501
GTA5,best game,True,16856
GTA5,game is good,True,1681
GTA5,this game so good,True,5392
GTA5,good game,True,855
GTA5,The Best Part ? It's Open World,True,1462
GTA5,good game,True,6689
GTA5,best game,True,22088
GTA5,good,True,689
GTA5,its very cool,True,266
GTA5,good,True,662
GTA5,good,True,427
GTA5,good,True,1750
GTA5,good,True,4613
GTA5,Very Good Game,True,2168
GTA5,best game,True,16711
GTA5,amazing at all reasons,True,24135
GTA5,good,True,9113
GTA5,This is game is great,True,2684
GTA5,very good,True,5281
GTA5,good game,True,605
GTA5,good game,True,1005
GTA5,Great game!,True,1309
GTA5,i just love the game,True,3250
GTA5,it is good,True,1617
GTA5,Griefing is fun 😀,True,37359
GTA5,Best game,True,2752
GTA5,lamar makes me want to kill myself,True,1217
GTA5,SOLD DRUGS 10/10,True,772
GTA5,best game,True,36692
GTA5,game is supr,True,1124
GTA5,a greit game,True,1638
GTA5,good game,True,43678
GTA5,great game,True,17926
GTA5,best game,True,13042
GTA5,best game,True,2155
GTA5,best game,True,2354
GTA5,Goated game,True,1873
GTA5,its good,True,30567
GTA5,it s good,True,3965
GTA5,Very addictive,True,13368
GTA5,itz good,True,1760
GTA5,Gud game 👍,True,888
GTA5,very good game,True,3572
GTA5,chill game,True,55627
GTA5,very fun,True,3921
GTA5,best game OAT,True,997
GTA5,good game,True,308
GTA5,love it,True,3603
GTA5,Mod game,True,2294
GTA5,good,True,2280
GTA5,good,True,2845
GTA5,you guys need to buy this game,True,7051
GTA5,good,True,3371
GTA5,Dope game,True,9976
GTA5,this is a W game,True,9799
GTA5,i am fan of this game and i love it,True,2355
GTA5,great game,True,643
GTA5,best game ever,True,1043
GTA5,best game ever,True,7365
GTA5,it is goood,True,317
GTA5,Game is very smooth,True,38334
GTA5,very good game,True,442
GTA5,this is a good game,True,1038
GTA5,amazing game,True,622
GTA5,its fun,True,1176
GTA5,i love this game,True,7051
GTA5,fun and not hard to  make money,True,6458
GTA5,good game,True,1370
GTA5,fun game,True,3898
GTA5,this is beast game,True,8843
GTA5,good game,True,28652
GTA5,its good,True,13233
GTA5,good game,True,39171
GTA5,good buns,True,33533
GTA5,yes its cool...,True,646
GTA5,Really good game,True,4683
GTA5,so good game,True,5764
GTA5,great game,True,3155
GTA5,Its fantastic,True,2468
GTA5,its gta what do you want more,True,7908
GTA5,good game,True,24042
GTA5,good game,True,3609
GTA5,best game,True,7076
GTA5,good game,True,42566
GTA5,good game,True,770
GTA5,W game,True,55768
GTA5,Awesome game,True,8226
GTA5,fun game,True,562
GTA5,BES GAME IN THE WORLD GTA 5,True,7258
GTA5,guud game,True,2690
GTA5,good,True,242
GTA5,very good game,True,1528
GTA5,great game,True,1322
GTA5,great game,True,4101
GTA5,Best game,True,54472
GTA5,GAme never gets old lol .,True,3518
GTA5,best game,True,127219
GTA5,good game,True,5086
GTA5,good game,True,6844
GTA5,its gurrr,True,2703
GTA5,good game,True,2950
GTA5,best game,True,5554
GTA5,Great game,True,3056
GTA5,nice game,True,36790
GTA5,my fav game,True,8520
GTA5,good,True,7767
GTA5,good game,True,4565
GTA5,yes its fun,True,3280
GTA5,absolute cinema.,True,3678
GTA5,game is so good,True,3277
GTA5,Very very fun,True,1696
GTA5,good,True,4123
GTA5,good game,True,134
GTA5,Loved the story and Game play,True,5205
GTA5,Good game,True,2062
GTA5,best game,True,2661
GTA5,Very Good Game Detail 10/10,True,4128
GTA5,good game,True,140953
GTA5,Good game,True,23389
GTA5,online is good besides hackers sometimes,True,1043
GTA5,älskar o bomba migge,True,17782
GTA5,fun as bun,True,5825
GTA5,good game,True,44958
GTA5,very bad game,False,52755
GTA5,good,True,984
GTA5,good,True,2283
GTA5,good game,True,10689
GTA5,good,True,38173
GTA5,NICE to play this game,True,3925
GTA5,Loving it.,True,7059
GTA5,good,True,5369
GTA5,its fun,True,1450
GTA5,i think u should give it a try before dying,True,1418
GTA5,its good i guess,True,10271
GTA5,♥♥♥♥ game,False,17
GTA5,good,True,95824
GTA5,its great,True,10546
GTA5,best game ever,True,1557
GTA5,"i cant play with linux on line , i will not buy gta6",False,2685
GTA5,best game,True,18407
GTA5,best game ever,True,13303
GTA5,its gta bro,True,1455
GTA5,best game ever,True,1252
GTA5,Only good thing is stripclub,False,7108
GTA5,its so nice to play,True,2907
GTA5,very nice game,True,3503
GTA5,THIS GAME RULES!!!!!!!!!!!!!!!!!!!1!1!!1 SUPER POGGERS!!!!!,True,23992
GTA5,Great game.  Hope the sixth in the series finally comes out.,True,8522
GTA5,good game,True,2965
GTA5,10/10,True,6091
GTA5,its very good,True,220
GTA5,Comment on steam before GTA 6,True,41565
GTA5,the anti cheat is ass,True,13279
GTA5,Nice,True,8633
GTA5,good,True,6431
GTA5,good,True,756
GTA5,good,True,787
GTA5,its just so peak,True,1933
GTA5,good,True,514
GTA5,best game,True,388
GTA5,good,True,28418
GTA5,Rockstar Quality...,True,33677
GTA5,100% recomend,True,5411
GTA5,good,True,621
GTA5,good,True,1014
GTA5,nice,True,46067
GTA5,nice,True,6065
GTA5,this game is ♥♥♥♥♥,True,214
GTA5,good,True,3625
GTA5,very realistic,True,1682
GTA5,Classic.,True,327
GTA5,wating for gta6,True,7614
GTA5,verify code not recive,True,6148
GTA5,good,True,118331
GTA5,good,True,1837
GTA5,i already played this game,True,4495
GTA5,SAME GAME AS GOOD AS BEFORE,True,1644
GTA5,good,True,1856
GTA5,good,True,7269
GTA5,gta is hella fun ngl,True,1031
GTA5,very god,True,4183
GTA5,good,True,33707
GTA5,so good,True,793
GTA5,it is fun,True,1429
GTA5,good,True,3497
GTA5,good,True,495
GTA5,i love it,True,496
GTA5,Good Game,True,4589
GTA5,Bread better than key,True,11865
GTA5,love it,True,12769
GTA5,giood,True,36303
GTA5,very good,True,2920
GTA5,too many tryhards onine,False,46390
GTA5,very free to play if u pay,True,5105
GTA5,I love the strippers,True,1849
GTA5,reallz good,True,3629
GTA5,great oll memories,True,2278
GTA5,its the best,True,3794
GTA5,i love this game,True,1877
GTA5,With mods i love it,True,5721
GTA5,its cool,True,1833
GTA5,good,True,7186
GTA5,cures depression,True,26452
GTA5,good,True,1268
GTA5,soo good,True,4751
GTA5,good,True,3952
GTA5,its good,True,1230
GTA5,good,True,5850
GTA5,literally 10/10,True,2540
GTA5,very good,True,703
GTA5,very fun for fivem,True,1169
GTA5,So goood!,True,1903
GTA5,all time greatest franchise,True,2235
GTA5,good,True,1121
GTA5,ITS great,True,1396
GTA5,good,True,12163
GTA5,fun,True,3169
GTA5,good,True,8827
GTA5,good,True,1647
GTA5,good,True,1691
GTA5,good,True,1463
GTA5,very good,True,5002
GTA5,its ok,True,60576
GTA5,good,True,5815
GTA5,good,True,17559
GTA5,good,True,4424
GTA5,good experice sinse 2022,True,24036
GTA5,good,True,3124
GTA5,GTA VI aint coming out so this is peak,True,569
GTA5,very fun,True,12558
GTA5,good,True,15434
GTA5,endless fun,True,7125
GTA5,fun,True,389
GTA5,good,True,1210
GTA5,its fun,True,1298
GTA5,plssss fast download,True,7073
GTA5,its fun,True,1453
GTA5,good,True,6220
GTA5,very good,True,32329
GTA5,fun with a buddy,True,24535
GTA5,10/10,True,107092
GTA5,love it,True,102434
GTA5,Let's play together.,True,22590
GTA5,gut gam,True,5835
GTA5,fun,True,34320
GTA5,super fun,True,183
GTA5,good,True,4031
GTA5,Feels Nostalgic tbh,True,3384
GTA5,its good,True,1136
GTA5,very good,True,746
GTA5,good,True,3136
GTA5,fun as hell,True,4650
GTA5,All time classic!,True,1080
GTA5,good,True,3524
GTA5,goood,True,3309
GTA5,its fun,True,18623
GTA5,very good,True,583
GTA5,very nice,True,18868
GTA5,its good asf,True,435
GTA5,good,True,2803
GTA5,its amazing,True,7969
GTA5,its good,True,15936
GTA5,good,True,365
GTA5,good,True,2442
GTA5,its good,True,1777
GTA5,fun,True,5976
GTA5,it's fun,True,17868
GTA5,modders but fun,True,43769
GTA5,not supported no more,False,2158
GTA5,i do not think if i need to tell :),True,14688
GTA5,its goated,True,1034
GTA5,GOOD GAME I RECOMMEND,True,1233
GTA5,fun,True,357
GTA5,nice,True,7832
GTA5,its much sex,True,1428
GTA5,just online iz good,True,589
GTA5,nb game ded,True,15181
GTA5,everything,True,974
GTA5,fun,True,1273
GTA5,ts ♥♥♥♥ is fire man,True,1741
GTA5,VERY VERY NICE GAME!!,True,14101
GTA5,unbelieveble,True,12605
GTA5,LoVE THIS GAME SO MUCH,True,2579
GTA5,Classic,True,188
GTA5,Heist -> Got some money -> buy a new car -> broke -> Heist -> repeat,True,7505
GTA5,fun,True,1860
GTA5,MasterPeice,True,60344
GTA5,great,True,2355
GTA5,fun,True,2364
GTA5,i love it,True,2371
GTA5,fun,True,5321
GTA5,fun,True,3300
GTA5,fun,True,559
GTA5,"Do I have to say anything?
MASTERPIECE!!!!!!",True,2660
GTA5,fun,True,889
GTA5,bc you get to ♥♥♥♥ other people,True,529
GTA5,fun,True,2070
GTA5,Fivem tuff i recomend,True,1138
GTA5,idk why but i just cant wait for gta6,False,960
GTA5,goodest gem,True,33052
GTA5,Very GOOD!!!!!!!!!!!!,True,958
GTA5,it's gta v,True,3813
GTA5,great lobby,True,30778
GTA5,fun,True,25666
GTA5,fun,True,4412
GTA5,legacy is much better than enhanced,True,1228
GTA5,ITS GTA WHO WOULDNT WANNA PLAY,True,17342
GTA5,Good Game,True,19042
GTA5,I like shooting.,True,4834
GTA5,fun to fck around,True,508
GTA5,good,True,11709
GTA5,good,True,3025
GTA5,its amazing,True,555
GTA5,best game everrrrrrrrrrrrrrrrrrrrrrrrrr,True,13178
GTA5,gta online has too many bugs,False,14940
GTA5,eh it's pretty good,True,19891
GTA5,fun,True,13577
GTA5,GTA go Burrrrr,True,6682
GTA5,goodgame,True,1999
GTA5,fun,True,4318
GTA5,w game,True,24847
GTA5,nice,True,14760
GTA5,great story,True,11652
GTA5,nice,True,2411
GTA5,its super fun,True,4068
GTA5,free roam is fun,True,669
GTA5,fun,True,4142
GTA5,so old gross,False,3280
GTA5,Muito bom!,True,26094
GTA5,i hate it,False,911
GTA5,"georgie, we're lookin for brisket",True,7710
GTA5,good,True,23989
GTA5,Waiting for 3 years,True,759
GTA5,grand theft aldo,True,943
GTA5,fun,True,6626
GTA5,fun af,True,273
GTA5,i love it,True,738
GTA5,nice,True,741
GTA5,very nice,True,880
GTA5,veri ♥♥♥♥ slay,True,9479
GTA5,it gud,True,733
GTA5,i like sticky bomb my car from bottom and see it fly,True,651
GTA5,i like it,True,2117
GTA5,I like to shoot everyone,True,676
GTA5,u need it for fivem,True,4318
GTA5,Nice,True,2569
GTA5,always wanted to play this i love it,True,1667
GTA5,THE BEST GAME IN THE WORLD,True,5325
